date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:49:00	1089/1089	---M--	200	added ('OK')	image/png	etag:%2261862fa9-441%22	https://www.stryderusa.com/wp-content/uploads/2021/03/cropped-Favicon-16.16-32x32.png	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/uploads/2021/03/cropped-Favicon-16.16-32x32.png	(from https://www.stryderusa.com/)
17:49:01	11010/11010	---M--	200	added ('OK')	image/png	etag:%2261862fa9-2b02%22	https://www.stryderusa.com/wp-content/uploads/2021/03/cropped-Favicon-16.16-192x192.png	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/uploads/2021/03/cropped-Favicon-16.16-192x192.png	(from https://www.stryderusa.com/)
17:49:01	9888/9888	---M--	200	added ('OK')	image/png	etag:%2261862fa9-26a0%22	https://www.stryderusa.com/wp-content/uploads/2021/03/cropped-Favicon-16.16-180x180.png	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/uploads/2021/03/cropped-Favicon-16.16-180x180.png	(from https://www.stryderusa.com/)
17:49:01	14683/14683	---MCZ	200	added ('OK')	text/css	etag:W/%2265d9f3e7-395b%22	https://www.stryderusa.com/wp-content/et-cache/10/et-core-unified-tb-626-10.min.css?ver=1708782567	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/et-cache/10/et-core-unified-tb-626-10.min91b7.css	(from https://www.stryderusa.com/)
17:49:02	1792/1792	---MCZ	200	added ('OK')	text/css	etag:W/%2265d9f126-700%22	https://www.stryderusa.com/wp-content/et-cache/10/et-core-unified-10.min.css?ver=1708781862	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/et-cache/10/et-core-unified-10.minc01f.css	(from https://www.stryderusa.com/)
17:49:02	21369/21369	---MCZ	200	added ('OK')	text/css	etag:W/%2265d9f3e7-5379%22	https://www.stryderusa.com/wp-content/et-cache/10/et-core-unified-tb-626-deferred-10.min.css?ver=1708782567	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/et-cache/10/et-core-unified-tb-626-deferred-10.min91b7.css	(from https://www.stryderusa.com/)
17:49:04	125482/125482	---M--	200	added ('OK')	image/png	etag:%2261de5fd6-1ea2a%22	https://newstryder2022.wpengine.com/wp-content/uploads/2022/01/USAUSE.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2022/01/USAUSE.png	(from https://www.stryderusa.com/)
17:49:05	110731/110731	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Mar%202024%2012:19:03%20GMT	https://www.stryderusa.com/about-us/	C:/Users/hp/Downloads/test%201/www.stryderusa.com/about-us/index.html	(from https://www.stryderusa.com/)
17:49:05	104941/104941	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Mar%202024%2012:19:03%20GMT	https://www.stryderusa.com/services/	C:/Users/hp/Downloads/test%201/www.stryderusa.com/services/index.html	(from https://www.stryderusa.com/)
17:49:06	106873/106873	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Mar%202024%2012:19:03%20GMT	https://www.stryderusa.com/careers/	C:/Users/hp/Downloads/test%201/www.stryderusa.com/careers/index.html	(from https://www.stryderusa.com/)
17:49:06	141510/141510	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Mar%202024%2012:19:05%20GMT	https://www.stryderusa.com/facilities/	C:/Users/hp/Downloads/test%201/www.stryderusa.com/facilities/index.html	(from https://www.stryderusa.com/)
17:49:07	104486/104486	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Mar%202024%2012:19:05%20GMT	https://www.stryderusa.com/community/	C:/Users/hp/Downloads/test%201/www.stryderusa.com/community/index.html	(from https://www.stryderusa.com/)
17:49:07	3445/3445	---M--	200	added ('OK')	image/png	etag:%2261862fad-d75%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/11/white-letters-1-300x57.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/11/white-letters-1-300x57.png	(from https://www.stryderusa.com/)
17:49:07	2445/2445	---M--	200	added ('OK')	image/png	etag:%2261862faa-98d%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/headphone.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/headphone.png	(from https://www.stryderusa.com/)
17:49:08	3122/3122	---M--	200	added ('OK')	image/png	etag:%2261862fab-c32%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/planet-earth.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/planet-earth.png	(from https://www.stryderusa.com/)
17:49:08	96134/96134	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Mar%202024%2012:19:06%20GMT	https://www.stryderusa.com/blog/	C:/Users/hp/Downloads/test%201/www.stryderusa.com/blog/index.html	(from https://www.stryderusa.com/)
17:49:08	3900/3900	---M--	200	added ('OK')	image/png	etag:%22618b6116-f3c%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/11/social-media-3.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/11/social-media-3.png	(from https://www.stryderusa.com/)
17:49:09	131206/131206	---M--	200	added ('OK')	image/jpeg	etag:%22618b6f8d-20086%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/11/2-1.jpg	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/11/2-1.jpg	(from https://www.stryderusa.com/)
17:49:09	154004/154004	---M--	200	added ('OK')	image/jpeg	etag:%2261862fa6-25994%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/Horse-Power.jpg	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/Horse-Power.jpg	(from https://www.stryderusa.com/)
17:49:09	1290/1290	---M--	200	added ('OK')	image/png	etag:%2261862fac-50a%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/truck.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/truck.png	(from https://www.stryderusa.com/)
17:49:10	1681/1681	---M--	200	added ('OK')	image/png	etag:%2261862fac-691%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/warehouse.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/warehouse.png	(from https://www.stryderusa.com/)
17:49:10	98261/98261	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Mar%202024%2012:19:09%20GMT	https://www.stryderusa.com/media/	C:/Users/hp/Downloads/test%201/www.stryderusa.com/media/index.html	(from https://www.stryderusa.com/)
17:49:10	1885/1885	---M--	200	added ('OK')	image/png	etag:%2261862faa-75d%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/location-1.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/location-1.png	(from https://www.stryderusa.com/)
17:49:10	463/463	---M--	200	added ('OK')	image/png	etag:%2261862fab-1cf%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/straight-quotes.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/straight-quotes.png	(from https://www.stryderusa.com/)
17:49:11	8838/8838	---M--	200	added ('OK')	image/png	etag:%2261862fab-2286%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/03/sqf-grey-e1588963137687-300x107-1.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/03/sqf-grey-e1588963137687-300x107-1.png	(from https://www.stryderusa.com/)
17:49:11	4617/4617	---M--	200	added ('OK')	image/png	etag:%22618b95d8-1209%22	https://newstryder2022.wpengine.com/wp-content/uploads/2021/11/output-onlinepngtools-66.png	C:/Users/hp/Downloads/test%201/newstryder2022.wpengine.com/wp-content/uploads/2021/11/output-onlinepngtools-66.png	(from https://www.stryderusa.com/)
17:49:13	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%225f735862-2bf8%22	https://www.stryderusa.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://www.stryderusa.com/)
17:49:13	17700762/17700762	---M--	200	added ('OK')	video/mp4	etag:%2261ddf0b8-10e179a%22	https://www.stryderusa.com/wp-content/uploads/2022/01/This-is-Stryder.mp4	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/uploads/2022/01/This-is-Stryder.mp4	(from https://www.stryderusa.com/)
17:49:13	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%225cfaccce-105a%22	https://www.stryderusa.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.4.3	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/mediaelement/wp-mediaelement.min84fc.css	(from https://www.stryderusa.com/)
17:49:14	10240/10240	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d6009b-2800%22	https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=1691746459	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/swv/js/indexee60.js	(from https://www.stryderusa.com/)
17:49:14	12942/12942	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d6009b-328e%22	https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/index.js?ver=1691746459	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/indexee60.js	(from https://www.stryderusa.com/)
17:49:15	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://www.stryderusa.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.stryderusa.com/)
17:49:15	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://www.stryderusa.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.stryderusa.com/)
17:49:15	48764/48764	---MCZ	200	added ('OK')	application/javascript	etag:W/%226573613d-be7c%22	https://www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/js/script.min.js?ver=3.4.3	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/js/script.mincd45.js	(from https://www.stryderusa.com/)
17:49:16	21438/21438	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbe690-53be%22	https://www.stryderusa.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://www.stryderusa.com/)
17:49:16	274008/274008	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d593ab-42e58%22	https://www.stryderusa.com/wp-content/themes/Divi/js/scripts.min.js?ver=4.17.6	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/themes/Divi/js/scripts.min838c.js	(from https://www.stryderusa.com/)
17:49:16	69665/69665	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657360e6-11021%22	https://www.stryderusa.com/wp-content/plugins/popup-maker/assets/js/site.min.js?defer&ver=1.18.2	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/popup-maker/assets/js/site.min5a29.js	(from https://www.stryderusa.com/)
17:49:17	890/890	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d6009b-37a%22	https://www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/core/admin/js/common.js?ver=1691746459	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/core/admin/js/commonee60.js	(from https://www.stryderusa.com/)
17:49:17	884/884	---MC-	200	added ('OK')	text/javascript	date:Fri,%2008%20Mar%202024%2012:19:16%20GMT	https://www.google.com/recaptcha/api.js?render=6LexwJQiAAAAAKSx0_louc-X28OFL2x_AcAygI9X&ver=3.0	C:/Users/hp/Downloads/test%201/www.google.com/recaptcha/apice1f.js	(from https://www.stryderusa.com/)
17:49:18	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c7d511-1feb%22	https://www.stryderusa.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://www.stryderusa.com/)
17:49:18	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%226509f6d0-19e1%22	https://www.stryderusa.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://www.stryderusa.com/)
17:49:19	115127/115127	---MCZ	200	added ('OK')	application/javascript	etag:W/%226512e95e-1c1b7%22	https://www.stryderusa.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.stryderusa.com/)
17:49:19	999/999	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d6009b-3e7%22	https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=1691746459	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/modules/recaptcha/indexee60.js	(from https://www.stryderusa.com/)
17:49:19	29519/29519	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b72b94-734f%22	https://www.stryderusa.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/js/intlTelInput.min.js?ver=17.0.16	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/js/intlTelInput.min9633.js	(from https://www.stryderusa.com/)
17:49:20	128303/128303	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b72b94-1f52f%22	https://www.stryderusa.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/js/script.min.js?ver=3.2.4	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/js/script.mine1e3.js	(from https://www.stryderusa.com/)
17:49:20	158005/158005	---MCZ	200	added ('OK')	application/javascript	etag:W/%226335a9d7-26935%22	https://www.stryderusa.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://www.stryderusa.com/)
17:49:20	1191/1191	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-4a7%22	https://www.stryderusa.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.4.3	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/mediaelement/mediaelement-migrate.min84fc.js	(from https://www.stryderusa.com/)
17:49:20	1107/1107	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263e275aa-453%22	https://www.stryderusa.com/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.4.3	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-includes/js/mediaelement/wp-mediaelement.min84fc.js	(from https://www.stryderusa.com/)
17:49:21	2451/2451	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d6009b-993%22	https://www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=1691746459	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvidsee60.js	(from https://www.stryderusa.com/)
17:49:21	7958/7958	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d6009b-1f16%22	https://www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile.js?ver=1691746459	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobileee60.js	(from https://www.stryderusa.com/)
17:49:22	5797/5797	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d6009b-16a5%22	https://www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechart.js?ver=1691746459	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechartee60.js	(from https://www.stryderusa.com/)
17:49:23	184740/184740	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226573613d-2d1a4%22	https://www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.eot?49gwka	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.eot	(from https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=1691746459)
17:49:23	184536/184536	---M--	200	added ('OK')	application/octet-stream	etag:%226573613d-2d0d8%22	https://www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.ttf?49gwka	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.ttf	(from https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=1691746459)
17:49:24	184612/184612	---M--	200	added ('OK')	font/woff	etag:%226573613d-2d124%22	https://www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.woff?49gwka	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.woff	(from https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=1691746459)
17:49:26	804/804	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226573613d-324%22	https://www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/img/loading.svg	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/img/loading.svg	(from https://www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/css/style.min.css?ver=3.4.3)
17:49:26	681697/681697	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226573613d-a66e1%22	https://www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.svg?49gwka	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.svg	(from https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=1691746459)
17:49:26	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265736150-2876e%22	https://www.stryderusa.com/wp-content/plugins/wp-testimonial-with-widget/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-testimonial-with-widget/assets/fonts/fontawesome-webfont3e6e.eot	(from https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/wp-testimonial-with-widget/assets/css/font-awesome.min.css?ver=1691746459)
17:49:27	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265736150-2876e%22	https://www.stryderusa.com/wp-content/plugins/wp-testimonial-with-widget/assets/fonts/fontawesome-webfont.eot?	C:/Users/hp/Downloads/test%201/www.stryderusa.com/wp-content/plugins/wp-testimonial-with-widget/assets/fonts/fontawesome-webfontd41d.eot	(from https://www.stryderusa.com/wp-content/cache/min/1/wp-content/plugins/wp-testimonial-with-widget/assets/css/font-awesome.min.css?ver=1691746459)
